sample;type;domain_name;domain_accession;domain_len;query_name;query_accession;qlen;sequence_evalue;sequence_score;sequence_bias;domain_N;domain_of;domain_cevalue;domain_ievalue;domain_score;domain_bias;hmm_from;hmm_to;ali_from;ali_to;env_from;env_to;acc;description
GCF_000188995.1_ASM18899v2_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;5.9e-38;128.4;8.9;1;1;1.6e-41;6.9e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000189015.1_ASM18901v2_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;5.8e-38;128.4;8.9;1;1;1.6e-41;6.8e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000189035.1_ASM18903v2_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;5.8e-38;128.4;8.9;1;1;1.6e-41;6.8e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000189055.1_ASM18905v2_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;5.9e-38;128.4;8.9;1;1;1.6e-41;7e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000189075.1_ASM18907v2_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;5.9e-38;128.4;8.9;1;1;1.6e-41;7e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000189095.1_ASM18909v2_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;5.9e-38;128.4;8.9;1;1;1.6e-41;7e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000189115.1_ASM18911v2_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;5.9e-38;128.4;8.9;1;1;1.6e-41;7e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000189135.1_ASM18913v2_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;5.9e-38;128.4;8.9;1;1;1.6e-41;6.9e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000189155.1_ASM18915v2_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;5.9e-38;128.4;8.9;1;1;1.6e-41;6.9e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000189175.1_ASM18917v2_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;5.8e-38;128.4;8.9;1;1;1.6e-41;6.8e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000189195.1_ASM18919v2_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;5.9e-38;128.4;8.9;1;1;1.6e-41;6.9e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000189215.1_ASM18921v2_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;5.9e-38;128.4;8.9;1;1;1.6e-41;7e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000189235.1_ASM18923v2_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;5.9e-38;128.4;8.9;1;1;1.6e-41;6.9e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000192085.1_ASM19208v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.3e-38;128.4;8.9;1;1;1.6e-41;7.3e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000192125.1_ASM19212v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;5.8e-38;128.4;8.9;1;1;1.6e-41;6.8e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000195995.1_ASM19599v1_protein;colicin;NP_456905.1;-;162;Colicin;-;181;5.9e-38;128.4;8.9;1;1;1.6e-41;7e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica subsp. enterica serovar Typhi str. CT18]
GCF_000210855.2_ASM21085v2_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.6e-38;128.4;8.9;1;1;1.6e-41;7.7e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000210855.2_ASM21085v2_protein;colicin;WP_001283356.1;-;626;Colicin-E1;-;521;2.1e-41;140.5;9.8;1;3;0.021;100;-0.3;1.7;212;237;96;121;64;148;0.56;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_000210855.2_ASM21085v2_protein;colicin;WP_001283356.1;-;626;Colicin-E1;-;521;2.1e-41;140.5;9.8;2;3;1;4900;-11.8;17.6;116;234;159;273;100;289;0.58;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_000210855.2_ASM21085v2_protein;colicin;WP_001283356.1;-;626;Colicin-E1;-;521;2.1e-41;140.5;9.8;3;3;4.2e-45;2.1e-41;140.5;9.8;287;521;384;626;338;626;0.8;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_000210855.2_ASM21085v2_protein;colicin;WP_001283356.1;-;626;UniRef50_P05819;-;511;4e-15;53.6;7;1;2;0.25;1200;-4.1;0.4;398;433;85;117;68;125;0.5;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_000210855.2_ASM21085v2_protein;colicin;WP_001283356.1;-;626;UniRef50_P05819;-;511;4e-15;53.6;7;2;2;8.2e-19;4e-15;53.6;7;312;508;443;623;391;625;0.77;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_000210855.2_ASM21085v2_protein;colicin;WP_001283356.1;-;626;UniRef50_P06716;-;626;0;1356;24;1;1;0;0;1355.8;24;1;626;1;626;1;626;1;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_000210855.2_ASM21085v2_protein;colicin;WP_001132021.1;-;448;UniRef50_P06716;-;626;1.9e-06;24.5;0;1;1;1e-09;2.5e-06;24.1;0;12;62;393;447;385;448;0.86;MULTISPECIES: hypothetical protein [Enterobacteriaceae]
GCF_000210855.2_ASM21085v2_protein;colicin;WP_001283356.1;-;626;UniRef50_P08083;-;387;9.3e-10;36.1;4.2;1;1;2.9e-13;1.4e-09;35.5;4.2;186;382;438;624;405;626;0.84;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_000210855.2_ASM21085v2_protein;colicin;WP_001283356.1;-;626;UniRef50_Q47502;-;490;3.2e-43;146.6;12;1;2;1;4900;-12;19.2;145;283;105;267;57;283;0.48;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_000210855.2_ASM21085v2_protein;colicin;WP_001283356.1;-;626;UniRef50_Q47502;-;490;3.2e-43;146.6;12;2;2;6.5e-47;3.2e-43;146.6;12;266;490;401;626;375;626;0.94;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_000210855.2_ASM21085v2_protein;colicin;WP_001283356.1;-;626;UniRef50_Q9KJ98;-;490;3.2e-43;146.6;12;1;2;1;4900;-12;19.2;145;283;105;267;57;283;0.48;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_000210855.2_ASM21085v2_protein;colicin;WP_001283356.1;-;626;UniRef50_Q9KJ98;-;490;3.2e-43;146.6;12;2;2;6.5e-47;3.2e-43;146.6;12;266;490;401;626;375;626;0.94;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_000213635.1_ASM21363v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.3e-38;128.4;8.9;1;1;1.6e-41;7.4e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000230505.1_ASM23050v1_protein;colicin;YP_006886777.1;-;162;Colicin;-;181;6.4e-38;128.4;8.9;1;1;1.6e-41;7.5e-38;128.1;8.9;4;154;2;152;1;157;0.96;Colicin V production protein Protein dedE Pur regulon 18 kDa protein [Salmonella enterica subsp. enterica serovar Weltevreden str. 2007-60-3289-1]
GCF_000230505.1_ASM23050v1_protein;colicin;YP_004193412.1;-;92;UniRef50_P09883;-;582;3.2e-13;47.3;0.1;1;1;7.7e-17;3.7e-13;47.1;0.1;496;543;16;72;9;80;0.92;Colicin-E6 Ribonuclease [Salmonella enterica subsp. enterica serovar Weltevreden str. 2007-60-3289-1]
GCF_000230875.1_Salmonella_enterica_SARB27-2.0_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.1e-38;128.4;8.9;1;1;1.6e-41;7.1e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000231465.1_ASM23146v2_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.9e-38;128.4;8.9;1;1;1.6e-41;8.1e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000231485.1_ASM23148v2_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.8e-38;128.4;8.9;1;1;1.6e-41;8e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000231505.1_ASM23150v2_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.9e-38;128.4;8.9;1;1;1.6e-41;8.1e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000231525.1_ASM23152v2_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;4.7e-38;128.4;8.9;1;1;1.6e-41;5.6e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000231545.1_ASM23154v2_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.8e-38;128.4;8.9;1;1;1.6e-41;8e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000231565.1_ASM23156v2_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;7.4e-38;128.4;8.9;1;1;1.6e-41;8.7e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000231585.1_ASM23158v2_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.9e-38;128.4;8.9;1;1;1.6e-41;8.1e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000231605.1_ASM23160v2_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.9e-38;128.4;8.9;1;1;1.6e-41;8.1e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000231625.1_ASM23162v2_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;4.8e-38;128.4;8.9;1;1;1.6e-41;5.6e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000231645.1_ASM23164v2_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;7.2e-38;128.4;8.9;1;1;1.6e-41;8.5e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000231665.1_ASM23166v2_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;7.5e-38;128.4;8.9;1;1;1.6e-41;8.9e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000231685.1_ASM23168v2_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;7.4e-38;128.4;8.9;1;1;1.6e-41;8.7e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000231705.1_ASM23170v2_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;4.9e-38;128.4;8.9;1;1;1.6e-41;5.8e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000231725.1_ASM23172v2_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;7.4e-38;128.4;8.9;1;1;1.6e-41;8.6e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000231745.1_ASM23174v2_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;7.1e-38;128.4;8.9;1;1;1.6e-41;8.4e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000235545.1_ASM23554v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;5.6e-38;128.4;8.9;1;1;1.6e-41;6.5e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000236105.1_ASM23610v2_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;4.9e-38;128.4;8.9;1;1;1.6e-41;5.8e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000238435.1_ASM23843v2_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;5.9e-38;128.4;8.9;1;1;1.6e-41;7e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000238455.1_ASM23845v2_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6e-38;128.4;8.9;1;1;1.6e-41;7.1e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000238455.1_ASM23845v2_protein;colicin;WP_077905808.1;-;289;UniRef50_P05819;-;511;4.5e-15;53.3;4.4;1;3;3.9e-08;0.00018;18.3;1.7;1;50;26;72;26;78;0.84;hypothetical protein [Salmonella enterica]
GCF_000238455.1_ASM23845v2_protein;colicin;WP_077905808.1;-;289;UniRef50_P05819;-;511;4.5e-15;53.3;4.4;2;3;6.8e-06;0.031;10.9;0;155;201;148;193;135;198;0.82;hypothetical protein [Salmonella enterica]
GCF_000238455.1_ASM23845v2_protein;colicin;WP_077905808.1;-;289;UniRef50_P05819;-;511;4.5e-15;53.3;4.4;3;3;1.4e-09;6.4e-06;23.1;0;256;289;237;270;229;277;0.9;hypothetical protein [Salmonella enterica]
GCF_000238455.1_ASM23845v2_protein;colicin;WP_077905808.1;-;289;UniRef50_P09883;-;582;5.5e-17;59.7;0.3;1;1;2e-20;9.1e-17;59;0.3;163;295;136;270;126;277;0.86;hypothetical protein [Salmonella enterica]
GCF_000238455.1_ASM23845v2_protein;colicin;WP_085336308.1;-;296;UniRef50_P17998;-;697;1.1e-74;249.7;2.5;1;1;5.7e-78;1.3e-74;249.5;2.5;437;609;1;173;1;203;0.91;pyocin [Salmonella enterica]
GCF_000238455.1_ASM23845v2_protein;colicin;WP_077905808.1;-;289;UniRef50_P17998;-;697;3.2e-14;49.9;3.2;1;3;2.5e-07;0.00057;16;1.1;1;50;26;72;26;78;0.84;hypothetical protein [Salmonella enterica]
GCF_000238455.1_ASM23845v2_protein;colicin;WP_077905808.1;-;289;UniRef50_P17998;-;697;3.2e-14;49.9;3.2;2;3;6.8e-06;0.015;11.2;0;154;201;147;193;109;201;0.82;hypothetical protein [Salmonella enterica]
GCF_000238455.1_ASM23845v2_protein;colicin;WP_077905808.1;-;289;UniRef50_P17998;-;697;3.2e-14;49.9;3.2;3;3;6e-09;1.4e-05;21.3;0;256;290;237;271;220;278;0.9;hypothetical protein [Salmonella enterica]
GCF_000238475.1_ASM23847v2_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;5.8e-38;128.4;8.9;1;1;1.6e-41;6.9e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000238495.1_ASM23849v2_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.1e-38;128.4;8.9;1;1;1.6e-41;7.2e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000238515.1_ASM23851v2_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;5.9e-38;128.4;8.9;1;1;1.6e-41;6.9e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000238535.1_ASM23853v2_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;5.5e-38;128.4;8.9;1;1;1.6e-41;6.5e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000238555.1_ASM23855v2_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;5.9e-38;128.4;8.9;1;1;1.6e-41;6.9e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000240785.1_ASM24078v2_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;5.9e-38;128.4;8.9;1;1;1.6e-41;7e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000240805.1_ASM24080v2_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;5.4e-38;128.4;8.9;1;1;1.6e-41;6.4e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000240825.1_ASM24082v2_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;5.9e-38;128.4;8.9;1;1;1.6e-41;7e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000240845.1_ASM24084v2_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;5.9e-38;128.4;8.9;1;1;1.6e-41;6.9e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000240865.1_ASM24086v2_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;5.9e-38;128.4;8.9;1;1;1.6e-41;7e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000240885.1_ASM24088v2_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;5.9e-38;128.4;8.9;1;1;1.6e-41;7e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000240905.2_ASM24090v3_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6e-38;128.4;8.9;1;1;1.6e-41;7e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000242795.1_ASM24279v2_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;5.9e-38;128.4;8.9;1;1;1.6e-41;7e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000245535.1_ASM24553v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.3e-38;128.4;8.9;1;1;1.6e-41;7.3e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000251025.1_Salmonella_enterica_IV_05-0642-2.0.1_protein;colicin;WP_000262099.1;-;162;Colicin;-;181;5.5e-38;128.5;8.6;1;1;1.5e-41;6.5e-38;128.2;8.6;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000251025.1_Salmonella_enterica_IV_05-0642-2.0.1_protein;colicin;WP_001663850.1;-;269;UniRef50_P05820;-;271;3.7e-71;237.3;0.3;1;1;9.9e-75;4.4e-71;237.1;0.3;2;270;3;268;2;269;0.96;hypothetical protein [Salmonella enterica]
GCF_000252875.1_ASM25287v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.4e-38;128.4;8.9;1;1;1.6e-41;7.5e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000256015.1_SalTypBL196_1.0_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;5.9e-38;128.4;8.9;1;1;1.6e-41;6.9e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000256625.1_ASM25662v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.3e-38;128.4;8.9;1;1;1.6e-41;7.4e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000256625.1_ASM25662v1_protein;colicin;WP_001283356.1;-;626;Colicin-E1;-;521;2e-41;140.5;9.8;1;3;0.021;99;-0.3;1.7;212;237;96;121;64;148;0.56;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_000256625.1_ASM25662v1_protein;colicin;WP_001283356.1;-;626;Colicin-E1;-;521;2e-41;140.5;9.8;2;3;1;4800;-11.8;17.6;116;234;159;273;100;289;0.58;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_000256625.1_ASM25662v1_protein;colicin;WP_001283356.1;-;626;Colicin-E1;-;521;2e-41;140.5;9.8;3;3;4.2e-45;2e-41;140.5;9.8;287;521;384;626;338;626;0.8;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_000256625.1_ASM25662v1_protein;colicin;WP_001283356.1;-;626;UniRef50_P05819;-;511;3.9e-15;53.6;7;1;2;0.25;1200;-4.1;0.4;398;433;85;117;68;125;0.5;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_000256625.1_ASM25662v1_protein;colicin;WP_001283356.1;-;626;UniRef50_P05819;-;511;3.9e-15;53.6;7;2;2;8.2e-19;3.9e-15;53.6;7;312;508;443;623;391;625;0.77;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_000256625.1_ASM25662v1_protein;colicin;WP_001283356.1;-;626;UniRef50_P06716;-;626;0;1356;24;1;1;0;0;1355.8;24;1;626;1;626;1;626;1;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_000256625.1_ASM25662v1_protein;colicin;WP_001132019.1;-;448;UniRef50_P06716;-;626;1.8e-06;24.5;0;1;1;1e-09;2.4e-06;24.1;0;12;62;393;447;385;448;0.86;MULTISPECIES: hypothetical protein [Enterobacteriaceae]
GCF_000256625.1_ASM25662v1_protein;colicin;WP_001283356.1;-;626;UniRef50_P08083;-;387;9e-10;36.1;4.2;1;1;2.9e-13;1.4e-09;35.5;4.2;186;382;438;624;405;626;0.84;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_000256625.1_ASM25662v1_protein;colicin;WP_001283356.1;-;626;UniRef50_Q47502;-;490;3.1e-43;146.6;12;1;2;1;4800;-12;19.2;145;283;105;267;57;283;0.48;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_000256625.1_ASM25662v1_protein;colicin;WP_001283356.1;-;626;UniRef50_Q47502;-;490;3.1e-43;146.6;12;2;2;6.5e-47;3.1e-43;146.6;12;266;490;401;626;375;626;0.94;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_000256625.1_ASM25662v1_protein;colicin;WP_001283356.1;-;626;UniRef50_Q9KJ98;-;490;3.1e-43;146.6;12;1;2;1;4800;-12;19.2;145;283;105;267;57;283;0.48;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_000256625.1_ASM25662v1_protein;colicin;WP_001283356.1;-;626;UniRef50_Q9KJ98;-;490;3.1e-43;146.6;12;2;2;6.5e-47;3.1e-43;146.6;12;266;490;401;626;375;626;0.94;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_000258365.1_ASM25836v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6e-38;128.4;8.9;1;1;1.6e-41;7.1e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000261985.1_CDC_2010-1237v1.0_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;5.9e-38;128.4;8.9;1;1;1.6e-41;6.9e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000262615.1_SalTypUJ816A_1.0_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;5.8e-38;128.4;8.9;1;1;1.6e-41;6.8e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000262635.1_SalTypUJ308A_1.0_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;5.8e-38;128.4;8.9;1;1;1.6e-41;6.8e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000263295.1_SE-SS209_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.4e-38;128.4;8.9;1;1;1.6e-41;7.5e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000267565.1_YKP860805.1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;5.9e-38;128.4;8.9;1;1;1.6e-41;7e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000271885.2_ASM27188v2_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.1e-38;128.4;8.9;1;1;1.6e-41;7.2e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000271905.2_ASM27190v2_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.2e-38;128.4;8.9;1;1;1.6e-41;7.3e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000272515.1_ASM27251v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6e-38;128.4;8.9;1;1;1.6e-41;7e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000272535.1_ASM27253v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6e-38;128.4;8.9;1;1;1.6e-41;7e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000272555.1_ASM27255v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.1e-38;128.4;8.9;1;1;1.6e-41;7.2e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000272575.1_ASM27257v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6e-38;128.4;8.9;1;1;1.6e-41;7e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000272595.1_ASM27259v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6e-38;128.4;8.9;1;1;1.6e-41;7e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000272615.1_ASM27261v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.4e-38;128.4;8.9;1;1;1.6e-41;7.5e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000272635.1_ASM27263v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.1e-38;128.4;8.9;1;1;1.6e-41;7.1e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000272655.1_ASM27265v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6e-38;128.4;8.9;1;1;1.6e-41;7.1e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000272675.1_ASM27267v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.2e-38;128.4;8.9;1;1;1.6e-41;7.3e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_000272675.1_ASM27267v1_protein;colicin;WP_001283356.1;-;626;Colicin-E1;-;521;1.9e-41;140.5;9.8;1;3;0.021;97;-0.3;1.7;212;237;96;121;64;148;0.56;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_000272675.1_ASM27267v1_protein;colicin;WP_001283356.1;-;626;Colicin-E1;-;521;1.9e-41;140.5;9.8;2;3;1;4700;-11.8;17.6;116;234;159;273;100;289;0.58;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_000272675.1_ASM27267v1_protein;colicin;WP_001283356.1;-;626;Colicin-E1;-;521;1.9e-41;140.5;9.8;3;3;4.2e-45;1.9e-41;140.5;9.8;287;521;384;626;338;626;0.8;MULTISPECIES: colicin [Enterobacteriaceae]
