Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Salmonella enterica subsp. enterica serovar Tennessee str. TXSC_TXSC08-19","Bacteria;Proteobacteria;Gammaproteobacteria","TXSC_TXSC08-19","SAMN01813424","PRJNA65249","GCA_000486405.2","Complete",4.86441,52.2,"chromosome:NZ_CP007505.1/CP007505.1",,1,4645,"2014-03-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/486/405/GCA_000486405.2_ASM48640v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/486/405/GCF_000486405.2_ASM48640v2"
"Salmonella enterica subsp. enterica serovar Sloterdijk str. ATCC 15791","Bacteria;Proteobacteria;Gammaproteobacteria","ATCC 15791","SAMN01805326","PRJNA61353","GCA_000486445.2","Complete",4.81779,52.2,"chromosome:NZ_CP012349.1/CP012349.1",,1,4547,"2015-08-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/486/445/GCA_000486445.2_ASM48644v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/486/445/GCF_000486445.2_ASM48644v2"
"Salmonella enterica subsp. enterica serovar Rubislaw str. ATCC 10717","Bacteria;Proteobacteria;Gammaproteobacteria","ATCC 10717","SAMN01823732","PRJNA61359","GCA_000486585.2","Complete",4.7698,52.2835,"chromosome:NZ_CP019192.1/CP019192.1; plasmid pATCC10717:NZ_CP019193.1/CP019193.1",,2,4522,"2017-01-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/486/585/GCA_000486585.2_ASM48658v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/486/585/GCF_000486585.2_ASM48658v2"
"Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 11511","Bacteria;Proteobacteria;Gammaproteobacteria","ATCC 11511","SAMN01823726","PRJNA61433","GCA_000486725.2","Complete",4.58069,52.2,"chromosome:NZ_CP019185.1/CP019185.1",,1,4310,"2017-01-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/486/725/GCA_000486725.2_ASM48672v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/486/725/GCF_000486725.2_ASM48672v2"
"Salmonella enterica subsp. enterica serovar Panama str. ATCC 7378","Bacteria;Proteobacteria;Gammaproteobacteria","ATCC 7378","SAMN01805327","PRJNA78385","GCA_000486765.2","Complete",4.55558,52.3,"chromosome:NZ_CP012346.1/CP012346.1",,1,4319,"2015-08-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/486/765/GCA_000486765.2_ASM48676v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/486/765/GCF_000486765.2_ASM48676v2"
"Salmonella enterica subsp. enterica serovar Oranienburg str. 0250","Bacteria;Proteobacteria;Gammaproteobacteria","CFSAN001285","SAMN01805331","PRJNA63683","GCA_000486815.2","Complete",4.64888,52.1,"chromosome:NZ_CP019197.1/CP019197.1",,1,4444,"2018-01-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/486/815/GCA_000486815.2_ASM48681v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/486/815/GCF_000486815.2_ASM48681v2"
"Salmonella enterica subsp. enterica serovar Minnesota str. ATCC 49284","Bacteria;Proteobacteria;Gammaproteobacteria","ATCC 49284","SAMN01823721","PRJNA78459","GCA_000486855.2","Complete",4.59239,52.2,"chromosome:NZ_CP019184.1/CP019184.1",,1,4362,"2017-01-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/486/855/GCA_000486855.2_ASM48685v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/486/855/GCF_000486855.2_ASM48685v2"
"Salmonella enterica subsp. enterica serovar Mbandaka str. ATCC 51958","Bacteria;Proteobacteria;Gammaproteobacteria","ATCC 51958","SAMN01823720","PRJNA62843","GCA_000486915.2","Complete",4.90518,52.2,"chromosome:NZ_CP019183.1/CP019183.1",,1,4676,"2017-01-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/486/915/GCA_000486915.2_ASM48691v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/486/915/GCF_000486915.2_ASM48691v2"
"Salmonella enterica subsp. enterica serovar Muenster str. 420","Bacteria;Proteobacteria;Gammaproteobacteria","CFSAN001301","SAMN01813420","PRJNA78399","GCA_000487015.2","Complete",4.75601,52.2,"chromosome:NZ_CP019201.1/CP019201.1",,1,4596,"2018-01-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/487/015/GCA_000487015.2_ASM48701v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/487/015/GCF_000487015.2_ASM48701v2"
"Salmonella enterica subsp. enterica serovar Muenster str. 0315","Bacteria;Proteobacteria;Gammaproteobacteria","315","SAMN01805332","PRJNA78397","GCA_000487035.2","Complete",4.97282,51.9579,"chromosome:NZ_CP019198.1/CP019198.1; plasmid pCFSAN001297_01:NZ_CP019200.1/CP019200.1; plasmid pCFSAN001297_02:NZ_CP019199.1/CP019199.1",,3,4872,"2017-01-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/487/035/GCA_000487035.2_ASM48703v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/487/035/GCF_000487035.2_ASM48703v2"
"Salmonella enterica subsp. enterica serovar Inverness str. ATCC 10720","Bacteria;Proteobacteria;Gammaproteobacteria","ATCC 10720","SAMN01823716","PRJNA61429","GCA_000487155.2","Complete",4.98988,52.0652,"chromosome:NZ_CP019181.1/CP019181.1; plasmid pATCC10720:NZ_CP019182.1/CP019182.1",,2,4808,"2017-01-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/487/155/GCA_000487155.2_ASM48715v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/487/155/GCF_000487155.2_ASM48715v2"
"Salmonella enterica subsp. enterica serovar Chester str. ATCC 11997","Bacteria;Proteobacteria;Gammaproteobacteria","ATCC 11997","SAMN01823711","PRJNA61435","GCA_000487255.2","Complete",4.66092,52.2,"chromosome:NZ_CP019178.1/CP019178.1",,1,4444,"2017-01-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/487/255/GCA_000487255.2_ASM48725v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/487/255/GCF_000487255.2_ASM48725v2"
"Salmonella enterica subsp. enterica serovar Choleraesuis str. ATCC 10708","Bacteria;Proteobacteria;Gammaproteobacteria","ATCC 10708","SAMN01823712","PRJNA61355","GCA_000487295.3","Complete",4.80168,52.199,"chromosome:NZ_CP012344.2/CP012344.2; plasmid pCFSAN000679_01:NZ_CP012345.2/CP012345.2",,2,4530,"2015-08-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/487/295/GCA_000487295.3_ASM48729v3","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/487/295/GCF_000487295.3_ASM48729v3"
"Salmonella enterica subsp. enterica serovar Albany str. ATCC 51960","Bacteria;Proteobacteria;Gammaproteobacteria","ATCC 51960","SAMN01823708","PRJNA161323","GCA_000487515.2","Complete",4.80545,52.1,"chromosome:NZ_CP019177.1/CP019177.1",,1,4553,"2017-01-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/487/515/GCA_000487515.2_ASM48751v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/487/515/GCF_000487515.2_ASM48751v2"
"Salmonella enterica subsp. enterica serovar Anatum str. ATCC BAA-1592","Bacteria;Proteobacteria;Gammaproteobacteria","ATCC BAA-1592","SAMN01813417","PRJNA62791","GCA_000487575.2","Complete",4.7061,52.2,"chromosome:NZ_CP007531.1/CP007531.1",,1,4510,"2014-04-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/487/575/GCA_000487575.2_ASM48757v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/487/575/GCF_000487575.2_ASM48757v2"
"Salmonella enterica subsp. enterica serovar Abony str. 0014","Bacteria;Proteobacteria;Gammaproteobacteria","14","SAMN01823751","PRJNA66687","GCA_000487615.2","Complete",4.73745,52.2,"chromosome:NZ_CP007534.1/CP007534.1",,1,4541,"2014-04-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/487/615/GCA_000487615.2_ASM48761v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/487/615/GCF_000487615.2_ASM48761v2"
"Salmonella enterica subsp. enterica serovar Bredeney str. CFSAN001080","Bacteria;Proteobacteria;Gammaproteobacteria","CFSAN001080","SAMN01813431","PRJNA167391","GCA_000487775.2","Complete",4.60385,52.3,"chromosome:NZ_CP007533.1/CP007533.1",,1,4377,"2014-04-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/487/775/GCA_000487775.2_ASM48777v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/487/775/GCF_000487775.1_ASM48777v2"
"Salmonella enterica subsp. enterica serovar Abaetetuba str. ATCC 35640","Bacteria;Proteobacteria;Gammaproteobacteria","ATCC 35640","SAMN01813419","PRJNA170546","GCA_000487915.2","Complete",4.5476,52.3,"chromosome:NZ_CP007532.1/CP007532.1",,1,4306,"2014-04-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/487/915/GCA_000487915.2_ASM48791v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/487/915/GCF_000487915.2_ASM48791v2"
"Salmonella enterica subsp. enterica serovar Stanleyville str. CFSAN000624","Bacteria;Proteobacteria;Gammaproteobacteria","SARB61","SAMN01823707","PRJNA167396","GCA_000487935.2","Complete",5.10298,52.0761,"chromosome:NZ_CP017723.1/CP017723.1; plasmid pSARB26_01:NZ_CP017724.1/CP017724.1; plasmid pSARB26_02:NZ_CP017725.1/CP017725.1; plasmid pSARB26_03:NZ_CP017726.1/CP017726.1",,4,4810,"2016-10-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/487/935/GCA_000487935.2_ASM48793v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/487/935/GCF_000487935.2_ASM48793v2"
"Salmonella enterica subsp. enterica serovar Poona str. ATCC BAA-1673","Bacteria;Proteobacteria;Gammaproteobacteria","ATCC BAA-1673","SAMN01805328","PRJNA78387","GCA_000493295.2","Complete",5.09183,52.2211,"chromosome:NZ_CP019189.1/CP019189.1; plasmid pATCCBAA1673_01:NZ_CP019190.1/CP019190.1; plasmid pATCCBAA1673_02:NZ_CP019191.1/CP019191.1",,3,4969,"2018-01-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/493/295/GCA_000493295.2_ASM49329v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/493/295/GCF_000493295.2_ASM49329v2"
"Salmonella enterica subsp. enterica serovar Agona str. 392869-2","Bacteria;Proteobacteria;Gammaproteobacteria","392869-2","SAMN02415169","PRJNA71289","GCA_000494385.2","Complete",4.79853,52.1,"chromosome:NZ_CP015024.1/CP015024.1",,1,4574,"2016-04-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/494/385/GCA_000494385.2_ASM49438v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/494/385/GCF_000494385.2_ASM49438v2"
"Salmonella enterica subsp. enterica serovar Agona str. 24249","Bacteria;Proteobacteria;Gammaproteobacteria","24249","SAMN02641385","PRJNA222376","GCA_000503845.1","Complete",4.76284,52.1,"chromosome:NC_022991.1/CP006876.1",,1,4539,"2013-12-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/503/845/GCA_000503845.1_ASM50384v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/503/845/GCF_000503845.1_ASM50384v1"
"Salmonella enterica subsp. enterica serovar Cerro str. CFSAN001588","Bacteria;Proteobacteria;Gammaproteobacteria","CFSAN001588","SAMN02383555","PRJNA224206","GCA_000505365.2","Complete",4.76824,52.169,"chromosome:NZ_CP012833.1/CP012833.1; plasmid pCFSAN001588_001:NZ_CP012834.1/CP012834.1; plasmid pCFSAN001588_002:NZ_CP012835.1/CP012835.1",,3,4564,"2015-10-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/505/365/GCA_000505365.2_ASM50536v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/505/365/GCF_000505365.2_ASM50536v2"
"Salmonella enterica subsp. enterica serovar Heidelberg str. CFSAN002064","Bacteria;Proteobacteria;Gammaproteobacteria","CFSAN002064","SAMN01933202","PRJNA191769","GCA_000505705.1","Complete",4.82156,52.114,"chromosome:NZ_CP005995.1/CP005995.1; plasmid unnamed:NZ_CP005994.1/CP005994.1",,2,4639,"2013-12-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/505/705/GCA_000505705.1_ASM50570v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/505/705/GCF_000505705.1_ASM50570v1"
"Salmonella enterica subsp. enterica serovar Enteritidis","Bacteria;Proteobacteria;Gammaproteobacteria","Durban","SAMN02712059","PRJNA241513","GCA_000612325.1","Complete",4.7383,52.1975,"chromosome:NZ_CP007507.1/CP007507.1; plasmid unnamed:NZ_CP007508.1/CP007508.1",,2,4555,"2014-04-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/612/325/GCA_000612325.1_ASM61232v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/612/325/GCF_000612325.1_ASM61232v1"
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121175","Bacteria;Proteobacteria;Gammaproteobacteria","EC20121175","SAMN02384313","PRJNA219482","GCA_000623055.2","Complete",4.67995,52.2,"chromosome:NZ_CP007269.1/CP007269.2",,1,4488,"2014-04-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/623/055/GCA_000623055.2_ASM62305v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/623/055/GCF_000623055.1_ASM62305v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121178","Bacteria;Proteobacteria;Gammaproteobacteria","EC20121178","SAMN02384316","PRJNA219482","GCA_000623095.2","Complete",4.68585,52.2,"chromosome:NZ_CP007271.1/CP007271.2",,1,4501,"2014-04-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/623/095/GCA_000623095.2_ASM62309v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/623/095/GCF_000623095.1_ASM62309v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121179","Bacteria;Proteobacteria;Gammaproteobacteria","EC20121179","SAMN02384317","PRJNA219482","GCA_000623115.2","Complete",4.68585,52.2,"chromosome:NZ_CP007272.2/CP007272.2",,1,4500,"2014-04-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/623/115/GCA_000623115.2_ASM62311v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/623/115/GCF_000623115.2_ASM62311v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121180","Bacteria;Proteobacteria;Gammaproteobacteria","EC20121180","SAMN02384318","PRJNA219482","GCA_000623135.2","Complete",4.68585,52.2,"chromosome:NZ_CP007273.1/CP007273.2",,1,4499,"2014-04-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/623/135/GCA_000623135.2_ASM62313v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/623/135/GCF_000623135.1_ASM62313v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120005","Bacteria;Proteobacteria;Gammaproteobacteria","EC20120005","SAMN02384189","PRJNA219482","GCA_000623195.2","Complete",4.67929,52.2,"chromosome:NZ_CP007267.2/CP007267.2",,1,4491,"2014-04-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/623/195/GCA_000623195.2_ASM62319v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/623/195/GCF_000623195.2_ASM62319v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20110361","Bacteria;Proteobacteria;Gammaproteobacteria","EC20110361","SAMN02384167","PRJNA219482","GCA_000623275.1","Complete",4.68291,52.2,"chromosome:NZ_CP007263.1/CP007263.1",,1,4481,"2014-04-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/623/275/GCA_000623275.1_ASM62327v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/623/275/GCF_000623275.1_ASM62327v1"
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20110360","Bacteria;Proteobacteria;Gammaproteobacteria","EC20110360","SAMN02384166","PRJNA219482","GCA_000623295.1","Complete",4.67862,52.2,"chromosome:NZ_CP007258.1/CP007258.1",,1,4483,"2014-04-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/623/295/GCA_000623295.1_ASM62329v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/623/295/GCF_000623295.1_ASM62329v1"
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20110359","Bacteria;Proteobacteria;Gammaproteobacteria","EC20110359","SAMN02384164","PRJNA219482","GCA_000623315.1","Complete",4.71147,52.2,"chromosome:NZ_CP007259.1/CP007259.1",,1,4526,"2014-04-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/623/315/GCA_000623315.1_ASM62331v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/623/315/GCF_000623315.1_ASM62331v1"
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20110358","Bacteria;Proteobacteria;Gammaproteobacteria","EC20110358","SAMN02384163","PRJNA219482","GCA_000623335.1","Complete",4.67869,52.2,"chromosome:NZ_CP007260.1/CP007260.1",,1,4487,"2014-04-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/623/335/GCA_000623335.1_ASM62333v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/623/335/GCF_000623335.1_ASM62333v1"
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20110357","Bacteria;Proteobacteria;Gammaproteobacteria","EC20110357","SAMN02384162","PRJNA219482","GCA_000623355.1","Complete",4.67842,52.2,"chromosome:NZ_CP007261.1/CP007261.1",,1,4488,"2014-04-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/623/355/GCA_000623355.1_ASM62335v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/623/355/GCF_000623355.1_ASM62335v1"
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20110356","Bacteria;Proteobacteria;Gammaproteobacteria","EC20110356","SAMN02384161","PRJNA219482","GCA_000623375.1","Complete",4.68281,52.2,"chromosome:NZ_CP007262.1/CP007262.1",,1,4496,"2014-04-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/623/375/GCA_000623375.1_ASM62337v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/623/375/GCF_000623375.1_ASM62337v1"
"Salmonella enterica subsp. enterica serovar Enteritidis str. SA19981857","Bacteria;Proteobacteria;Gammaproteobacteria","SA19981857","SAMN02384207","PRJNA219482","GCA_000623395.2","Complete",4.68585,52.2,"chromosome:NZ_CP007288.2/CP007288.2",,1,4499,"2014-04-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/623/395/GCA_000623395.2_ASM62339v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/623/395/GCF_000623395.2_ASM62339v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. SA19992322","Bacteria;Proteobacteria;Gammaproteobacteria","SA19992322","SAMN02384169","PRJNA219482","GCA_000623455.2","Complete",4.68585,52.2,"chromosome:NZ_CP007291.2/CP007291.2",,1,4498,"2014-04-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/623/455/GCA_000623455.2_ASM62345v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/623/455/GCF_000623455.2_ASM62345v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. SA19994216","Bacteria;Proteobacteria;Gammaproteobacteria","SA19994216","SAMN02384220","PRJNA219482","GCA_000623475.2","Complete",4.68585,52.2,"chromosome:NZ_CP007292.1/CP007292.2",,1,4503,"2014-04-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/623/475/GCA_000623475.2_ASM62347v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/623/475/GCF_000623475.1_ASM62347v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. SA19960848","Bacteria;Proteobacteria;Gammaproteobacteria","SA19960848","SAMN02384208","PRJNA219482","GCA_000623615.2","Complete",4.68585,52.2,"chromosome:NZ_CP007280.2/CP007280.2",,1,4498,"2014-04-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/623/615/GCA_000623615.2_ASM62361v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/623/615/GCF_000623615.2_ASM62361v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. SA19970510","Bacteria;Proteobacteria;Gammaproteobacteria","SA19970510","SAMN02384194","PRJNA219482","GCA_000623655.2","Complete",4.68585,52.2,"chromosome:NZ_CP007282.2/CP007282.2",,1,4501,"2014-04-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/623/655/GCA_000623655.2_ASM62365v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/623/655/GCF_000623655.2_ASM62365v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. SA19970769","Bacteria;Proteobacteria;Gammaproteobacteria","SA19970769","SAMN02384195","PRJNA219482","GCA_000623675.2","Complete",4.68585,52.2,"chromosome:NZ_CP007283.2/CP007283.2",,1,4500,"2014-04-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/623/675/GCA_000623675.2_ASM62367v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/623/675/GCF_000623675.2_ASM62367v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. SA19980677","Bacteria;Proteobacteria;Gammaproteobacteria","SA19980677","SAMN02384193","PRJNA219482","GCA_000623715.2","Complete",4.68585,52.2,"chromosome:NZ_CP007285.2/CP007285.2",,1,4497,"2014-04-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/623/715/GCA_000623715.2_ASM62371v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/623/715/GCF_000623715.2_ASM62371v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. SA19981522","Bacteria;Proteobacteria;Gammaproteobacteria","SA19981522","SAMN02384206","PRJNA219482","GCA_000623735.2","Complete",4.68585,52.2,"chromosome:NZ_CP007286.2/CP007286.2",,1,4501,"2014-04-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/623/735/GCA_000623735.2_ASM62373v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/623/735/GCF_000623735.2_ASM62373v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. SA20094352","Bacteria;Proteobacteria;Gammaproteobacteria","SA20094352","SAMN02384212","PRJNA219482","GCA_000624055.2","Complete",4.68585,52.2,"chromosome:NZ_CP007312.2/CP007312.2",,1,4499,"2014-04-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/624/055/GCA_000624055.2_ASM62405v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/624/055/GCF_000624055.2_ASM62405v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121177","Bacteria;Proteobacteria;Gammaproteobacteria","EC20121177","SAMN02384315","PRJNA219482","GCA_000624175.2","Complete",4.68585,52.2,"chromosome:NZ_CP007333.1/CP007333.2",,1,4499,"2014-04-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/624/175/GCA_000624175.2_ASM62417v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/624/175/GCF_000624175.1_ASM62417v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120002","Bacteria;Proteobacteria;Gammaproteobacteria","EC20120002","SAMN02384187","PRJNA219482","GCA_000624395.2","Complete",4.67942,52.2,"chromosome:NZ_CP007329.2/CP007329.2",,1,4492,"2014-04-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/624/395/GCA_000624395.2_ASM62439v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/624/395/GCF_000624395.2_ASM62439v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. SA20082034","Bacteria;Proteobacteria;Gammaproteobacteria","SA20082034","SAMN02384209","PRJNA219482","GCA_000625855.2","Complete",4.68566,52.2,"chromosome:NZ_CP007425.1/CP007425.2",,1,4501,"2014-04-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/625/855/GCA_000625855.2_ASM62585v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/625/855/GCF_000625855.1_ASM62585v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120200","Bacteria;Proteobacteria;Gammaproteobacteria","EC20120200","SAMN02384250","PRJNA219482","GCA_000626095.2","Complete",4.68585,52.2,"chromosome:NZ_CP007434.2/CP007434.2",,1,4498,"2014-04-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/626/095/GCA_000626095.2_ASM62609v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/626/095/GCF_000626095.2_ASM62609v2"
